idstatefrom,idaction,idstateto,probability,reward
5,0,13,0.12750000000000228,974.9999999999809
5,0,14,0.11560000000000228,974.9999999999786
5,0,15,0.09610000000000173,974.9999999999785
5,0,16,0.06780000000000092,974.999999999985
5,0,17,0.04120000000000015,974.9999999999985
5,0,18,0.02709999999999989,975.0000000000049
5,0,19,0.015399999999999962,975.0000000000031
5,0,20,0.007000000000000005,974.9999999999997
5,0,21,0.002799999999999999,975.0000000000006
5,0,22,0.0016000000000000005,974.9999999999999
5,0,23,0.0011000000000000003,975
5,0,24,2e-4,975
5,1,1,0.006400000000000004,174.99999999999994
5,1,2,0.023099999999999916,175.00000000000057
5,1,3,0.04800000000000035,174.99999999999858
5,1,4,0.07970000000000126,174.99999999999736
5,1,5,0.10790000000000206,174.99999999999676
5,1,6,0.12960000000000205,174.99999999999733
5,1,7,0.13430000000000153,174.99999999999827
5,1,8,0.12850000000000217,174.99999999999713
5,1,9,0.11210000000000218,174.99999999999667
5,1,10,0.08400000000000138,174.99999999999736
5,1,11,0.06210000000000075,174.99999999999793
5,1,12,0.03980000000000011,174.9999999999995
5,1,13,0.022999999999999916,175.00000000000057
5,1,14,0.012299999999999981,175.00000000000026
5,1,15,0.005300000000000001,175.00000000000009
5,1,16,0.0025999999999999994,175.00000000000003
5,1,17,8.000000000000001e-4,174.99999999999997
5,1,18,4e-4,175
5,1,19,1e-4,175
5,2,1,0.004199999999999998,135
5,2,2,0.01729999999999995,135.00000000000023
5,2,3,0.03890000000000009,134.99999999999957
5,2,4,0.07570000000000114,134.99999999999852
5,2,5,0.10730000000000205,134.99999999999852
5,2,6,0.1410000000000008,135.0000000000004
5,2,7,0.15679999999999905,135.0000000000013
5,2,8,0.1409000000000008,135.0000000000004
5,2,9,0.11390000000000224,134.99999999999852
5,2,10,0.08690000000000146,134.99999999999852
5,2,11,0.05610000000000058,134.99999999999903
5,2,12,0.03349999999999993,134.99999999999997
5,2,13,0.016799999999999954,135.00000000000023
5,2,14,0.006900000000000005,134.99999999999994
5,2,15,0.0021000000000000003,134.99999999999997
5,2,16,0.0011000000000000003,134.99999999999997
5,2,17,4e-4,135
5,2,18,2e-4,135
5,3,1,0.0032999999999999982,94.99999999999994
5,3,2,0.011399999999999987,95.00000000000006
5,3,3,0.031499999999999875,95.00000000000033
5,3,4,0.0638000000000008,94.99999999999883
5,3,5,0.10980000000000212,94.99999999999807
5,3,6,0.1507999999999997,95.00000000000057
5,3,7,0.16959999999999764,95.00000000000126
5,3,8,0.15759999999999896,95.00000000000091
5,3,9,0.1263000000000024,94.99999999999812
5,3,10,0.08670000000000146,94.99999999999821
5,3,11,0.05130000000000044,94.99999999999918
5,3,12,0.023399999999999914,95.00000000000031
5,3,13,0.010099999999999994,95.00000000000003
5,3,14,0.0031999999999999984,94.99999999999994
5,3,15,0.0011000000000000003,94.99999999999986
5,3,16,1e-4,94.99999999999989
5,4,1,0.0012000000000000003,55.00000000000011
5,4,2,0.005800000000000002,55.000000000000064
5,4,3,0.021999999999999922,55.000000000000384
5,4,4,0.05760000000000062,54.99999999999969
5,4,5,0.10080000000000186,54.9999999999991
5,4,6,0.15879999999999883,55.00000000000035
5,4,7,0.19689999999999463,55.00000000000119
5,4,8,0.18219999999999625,55.000000000000924
5,4,9,0.1373000000000012,54.999999999999694
5,4,10,0.07560000000000114,54.99999999999923
5,4,11,0.04030000000000013,55
5,4,12,0.015299999999999963,55.000000000000306
5,4,13,0.005200000000000001,55.000000000000085
5,4,14,9.000000000000002e-4,55.00000000000011
5,4,15,1e-4,55.000000000000114
6,0,3,5e-4,964.0000000000001
6,0,4,0.0017000000000000006,964
6,0,5,0.0039999999999999975,964.0000000000009
6,0,6,0.0063000000000000035,963.9999999999998
6,0,7,0.011299999999999987,964.0000000000011
6,0,8,0.021499999999999925,964.0000000000022
6,0,9,0.03860000000000008,964.0000000000005
6,0,10,0.05090000000000043,963.9999999999997
6,0,11,0.07350000000000108,963.9999999999962
6,0,12,0.0880000000000015,963.9999999999958
6,0,13,0.10660000000000203,963.9999999999922
6,0,14,0.11150000000000217,963.9999999999895
6,0,15,0.11060000000000214,963.9999999999901
6,0,16,0.10040000000000185,963.999999999994
6,0,17,0.08980000000000155,963.9999999999956
6,0,18,0.06480000000000083,963.9999999999961
6,0,19,0.05130000000000044,963.9999999999997
6,0,20,0.031199999999999867,964.0000000000043
6,0,21,0.018299999999999945,964.0000000000026
6,0,22,0.011599999999999985,964.0000000000015
6,0,23,0.004199999999999998,964.0000000000007
6,0,24,0.0020000000000000005,964.0000000000001
6,0,25,9.000000000000002e-4,964
6,0,26,3.0000000000000003e-4,964
6,0,27,2e-4,964
6,1,1,0.006800000000000005,163.9999999999999
6,1,2,0.021099999999999928,164.0000000000006
6,1,3,0.04590000000000029,163.99999999999946
6,1,4,0.07490000000000112,163.999999999998
6,1,5,0.09390000000000166,163.999999999998
6,1,6,0.10660000000000203,163.9999999999971
6,1,7,0.11910000000000238,163.9999999999969
6,1,8,0.11000000000000212,163.999999999997
6,1,9,0.105500000000002,163.9999999999972
6,1,10,0.09130000000000159,163.999999999998
6,1,11,0.08070000000000128,163.999999999998
6,1,12,0.057700000000000626,163.9999999999986
6,1,13,0.03559999999999999,164
6,1,14,0.022899999999999917,164.0000000000006
6,1,15,0.014299999999999969,164.00000000000043
6,1,16,0.006600000000000004,163.9999999999999
6,1,17,0.0037999999999999974,164.00000000000009
6,1,18,0.0019000000000000006,163.99999999999991
6,1,19,9.000000000000002e-4,163.99999999999997
6,1,20,4e-4,164
6,1,22,1e-4,164
6,2,1,0.005200000000000001,123.99999999999994
6,2,2,0.01409999999999997,124.00000000000013
6,2,3,0.03479999999999997,124.00000000000003
6,2,4,0.06450000000000082,123.99999999999824
6,2,5,0.09550000000000171,123.99999999999757
6,2,6,0.11360000000000223,123.99999999999758
6,2,7,0.1283000000000022,123.999999999998
6,2,8,0.13390000000000157,123.9999999999985
6,2,9,0.11820000000000236,123.99999999999758
6,2,10,0.105700000000002,123.99999999999758
6,2,11,0.07390000000000109,123.99999999999758
6,2,12,0.046500000000000305,123.99999999999942
6,2,13,0.03419999999999995,124.00000000000007
6,2,14,0.017799999999999948,124.00000000000023
6,2,15,0.008500000000000004,123.99999999999994
6,2,16,0.003499999999999998,124.00000000000013
6,2,17,0.0010000000000000002,123.99999999999999
6,2,18,5e-4,124.00000000000001
6,2,19,3.0000000000000003e-4,124
6,3,1,0.0032999999999999982,83.99999999999994
6,3,2,0.010299999999999993,84.00000000000001
6,3,3,0.028099999999999885,84.0000000000001
6,3,4,0.05540000000000056,83.99999999999899
6,3,5,0.0849000000000014,83.9999999999987
6,3,6,0.12230000000000248,83.99999999999838
6,3,7,0.13870000000000104,83.99999999999949
6,3,8,0.1535999999999994,84.00000000000001
6,3,9,0.13610000000000133,83.99999999999929
6,3,10,0.11220000000000219,83.99999999999848
6,3,11,0.07190000000000103,83.9999999999987
6,3,12,0.047200000000000325,83.99999999999928
6,3,13,0.02249999999999992,84.0000000000001
6,3,14,0.008500000000000004,83.99999999999986
6,3,15,0.003399999999999998,83.99999999999994
6,3,16,0.0011000000000000003,83.99999999999987
6,3,17,5e-4,83.99999999999989
6,4,1,0.0014000000000000004,44.0000000000001
6,4,2,0.003499999999999998,44.00000000000016
6,4,3,0.016699999999999954,44.00000000000025
6,4,4,0.041600000000000165,44
6,4,5,0.08090000000000129,43.99999999999945
6,4,6,0.12710000000000232,43.99999999999938
6,4,7,0.16749999999999787,43.999999999999936
6,4,8,0.18379999999999608,44.00000000000001
6,4,9,0.15469999999999928,43.99999999999991
6,4,10,0.10970000000000212,43.99999999999933
6,4,11,0.06470000000000083,43.99999999999951
6,4,12,0.03139999999999987,44.000000000000306
6,4,13,0.01249999999999998,44.00000000000019
6,4,14,0.0030999999999999986,44.00000000000015
6,4,15,0.0014000000000000004,44.0000000000001
7,0,2,1e-4,951
7,0,3,7.000000000000001e-4,950.9999999999998
7,0,4,5e-4,951
7,0,5,0.0020000000000000005,950.9999999999997
7,0,6,0.0048,950.9999999999999
7,0,7,0.0078000000000000074,950.9999999999985
7,0,8,0.010999999999999989,951.0000000000015
7,0,9,0.020299999999999933,951.000000000003
7,0,10,0.03189999999999989,951.0000000000031
7,0,11,0.041600000000000165,950.9999999999962
7,0,12,0.05850000000000065,950.9999999999949
7,0,13,0.07720000000000118,950.9999999999949
7,0,14,0.08710000000000147,950.9999999999949
7,0,15,0.09830000000000179,950.9999999999949
7,0,16,0.10030000000000185,950.9999999999949
7,0,17,0.10080000000000186,950.9999999999949
7,0,18,0.09050000000000157,950.9999999999949
7,0,19,0.08260000000000134,950.9999999999949
7,0,20,0.05620000000000058,950.9999999999949
7,0,21,0.046200000000000296,950.9999999999956
7,0,22,0.03299999999999992,951.0000000000022
7,0,23,0.02059999999999993,951.000000000003
7,0,24,0.013499999999999974,951.0000000000027
7,0,25,0.0067000000000000046,950.9999999999986
7,0,26,0.004199999999999998,951.0000000000002
7,0,27,0.0025999999999999994,951
7,0,28,4e-4,951
7,0,29,2e-4,951
7,0,30,4e-4,951
7,1,1,0.007600000000000007,150.9999999999999
7,1,2,0.01919999999999994,151.00000000000045
7,1,3,0.039900000000000116,150.99999999999943
7,1,4,0.06430000000000081,150.9999999999991
7,1,5,0.08650000000000145,150.99999999999906
7,1,6,0.09640000000000173,150.99999999999906
7,1,7,0.10140000000000188,150.99999999999906
7,1,8,0.10360000000000194,150.99999999999906
7,1,9,0.09760000000000177,150.99999999999906
7,1,10,0.0917000000000016,150.99999999999906
7,1,11,0.08540000000000142,150.9999999999991
7,1,12,0.0672000000000009,150.9999999999991
7,1,13,0.04670000000000031,150.99999999999926
7,1,14,0.03339999999999993,151.00000000000026
7,1,15,0.022899999999999917,151.00000000000045
7,1,16,0.017099999999999952,151.00000000000045
7,1,17,0.009699999999999997,151
7,1,18,0.004199999999999998,151.00000000000003
7,1,19,0.002799999999999999,151
7,1,20,0.0013000000000000004,150.99999999999997
7,1,21,7.000000000000001e-4,150.99999999999997
7,1,22,3.0000000000000003e-4,151
7,1,24,1e-4,151
7,2,1,0.0048,111.00000000000004
7,2,2,0.014899999999999965,111.00000000000043
7,2,3,0.03349999999999993,111.00000000000034
7,2,4,0.058700000000000654,110.99999999999865
7,2,5,0.08320000000000136,110.99999999999794
7,2,6,0.0952000000000017,110.99999999999744
7,2,7,0.1125000000000022,110.99999999999744
7,2,8,0.12220000000000247,110.99999999999746
7,2,9,0.11990000000000241,110.99999999999746
7,2,10,0.09900000000000181,110.99999999999733
7,2,11,0.08250000000000134,110.99999999999797
7,2,12,0.06460000000000082,110.99999999999865
7,2,13,0.047600000000000336,110.99999999999913
7,2,14,0.03039999999999987,111.00000000000061
7,2,15,0.015199999999999964,111.00000000000044
7,2,16,0.008600000000000003,110.99999999999997
7,2,17,0.0039999999999999975,111.00000000000009
7,2,18,0.0018000000000000006,110.99999999999997
7,2,19,0.0010000000000000002,110.99999999999999
7,2,20,2e-4,111
7,2,21,2e-4,111
7,3,1,0.003399999999999998,70.99999999999993
7,3,2,0.010299999999999993,70.99999999999996
7,3,3,0.026499999999999895,71
7,3,4,0.044100000000000236,70.99999999999933
7,3,5,0.07150000000000102,70.99999999999902
7,3,6,0.10050000000000185,70.99999999999899
7,3,7,0.12840000000000218,70.99999999999912
7,3,8,0.13660000000000128,70.99999999999969
7,3,9,0.1365000000000013,70.99999999999967
7,3,10,0.11830000000000236,70.99999999999892
7,3,11,0.08650000000000145,70.99999999999899
7,3,12,0.06280000000000077,70.9999999999991
7,3,13,0.037800000000000056,70.9999999999996
7,3,14,0.019999999999999934,71
7,3,15,0.011299999999999987,71
7,3,16,0.0038999999999999972,70.99999999999993
7,3,17,7.000000000000001e-4,70.99999999999989
7,3,18,7.000000000000001e-4,70.99999999999989
7,3,19,2e-4,70.99999999999989
7,4,1,0.0013000000000000004,31.00000000000011
7,4,2,0.004499999999999999,31.000000000000117
7,4,3,0.013399999999999974,31.000000000000103
7,4,4,0.03479999999999997,31.000000000000046
7,4,5,0.06330000000000079,30.999999999999694
7,4,6,0.10010000000000184,30.999999999999446
7,4,7,0.15679999999999905,31.000000000000018
7,4,8,0.16319999999999835,31.000000000000107
7,4,9,0.15559999999999918,31.000000000000004
7,4,10,0.12760000000000227,30.9999999999995
7,4,11,0.09050000000000157,30.999999999999517
7,4,12,0.05090000000000043,30.999999999999904
7,4,13,0.023299999999999915,31.000000000000107
7,4,14,0.009699999999999997,31.000000000000103
7,4,15,0.0039999999999999975,31.000000000000142
